0M1,229,224,212
0M2,227,221,207
0M3,230,222,206
1M1,227,220,190
1M2,221,212,180
2L1.5,220,204,155
2L2.5,220,211,170
2M1,220,210,180
2M2,220,200,155
2M3,220,200,150
2R1.5,220,205,165
2R2.5,220,205,150
3L1.5,215,200,150
3L2.5,215,192,132
3M1,212,195,157
3M2,212,190,135
3M3,212,187,120
3R1.5,212,192,152
3R2.5,212,192,130
4L1.5,205,180,128
4L2.5,205,180,105
4M1,200,180,130
4M2,200,177,105
4M3,205,175,95
4R1.5,205,180,125
4R2.5,205,175,105
5M1,200,165,115
5M2,200,155,80
5M3,200,160,75
