================ Training Loss (Mon Jan  4 06:21:19 2021) ================
(epoch: 1, iters: 100, time: 0.661, data: 0.358) D_A: 0.280 G_A: 0.335 cycle_A: 0.579 idt_A: 0.142 D_B: 0.142 G_B: 0.733 cycle_B: 0.513 idt_B: 0.252 
(epoch: 1, iters: 200, time: 0.667, data: 0.002) D_A: 0.144 G_A: 0.398 cycle_A: 0.494 idt_A: 0.377 D_B: 0.079 G_B: 0.392 cycle_B: 0.490 idt_B: 0.195 
================ Training Loss (Mon Jan  4 08:17:00 2021) ================
(epoch: 1, iters: 100, time: 0.550, data: 0.716) D_A: 0.211 G_A: 0.250 cycle_A: 1.218 idt_A: 0.130 D_B: 0.276 G_B: 0.212 cycle_B: 0.831 idt_B: 0.592 
(epoch: 1, iters: 200, time: 0.557, data: 0.002) D_A: 0.139 G_A: 0.377 cycle_A: 0.895 idt_A: 0.179 D_B: 0.345 G_B: 0.606 cycle_B: 0.665 idt_B: 0.252 
(epoch: 1, iters: 300, time: 0.556, data: 0.002) D_A: 0.355 G_A: 0.693 cycle_A: 1.088 idt_A: 0.370 D_B: 0.221 G_B: 0.147 cycle_B: 0.800 idt_B: 0.392 
(epoch: 1, iters: 400, time: 1.337, data: 0.001) D_A: 0.111 G_A: 0.481 cycle_A: 2.505 idt_A: 0.269 D_B: 0.132 G_B: 0.381 cycle_B: 0.504 idt_B: 1.291 
(epoch: 1, iters: 500, time: 0.554, data: 0.001) D_A: 0.097 G_A: 0.577 cycle_A: 1.327 idt_A: 0.151 D_B: 0.361 G_B: 0.198 cycle_B: 0.492 idt_B: 0.572 
(epoch: 1, iters: 600, time: 0.551, data: 0.002) D_A: 0.391 G_A: 0.227 cycle_A: 0.827 idt_A: 0.491 D_B: 0.233 G_B: 0.253 cycle_B: 0.911 idt_B: 0.184 
(epoch: 1, iters: 700, time: 0.552, data: 0.002) D_A: 0.192 G_A: 0.314 cycle_A: 0.716 idt_A: 0.216 D_B: 0.261 G_B: 0.339 cycle_B: 0.593 idt_B: 0.556 
(epoch: 1, iters: 800, time: 0.847, data: 0.001) D_A: 0.170 G_A: 0.668 cycle_A: 0.713 idt_A: 0.107 D_B: 0.264 G_B: 0.185 cycle_B: 0.348 idt_B: 0.454 
